Date,number,day,visitors,vleague,visgame,home,hleague,homegame,visscore,homescore,lengthouts,nightday,latercomp,forfeit,protest,park,attendance,timemin,visline,homeline,visab,vish,visdoub,vistrip,vishr,visrbi,vissh,vissf,vishbp,visbb,visibb,visk,vissb,viscs,visgdb,visci,vislob,vispitchused,visier,vister,viswp,visbalks,visputout,visassist,viserror,vispb,visdp,vistp,homeab,homeh,homedoub,hometrip,homehr,homerbi,homesh,homesf,homehbp,homebb,homeibb,homek,homesb,homecs,homegdb,homeci,homelob,homepitchused,homeier,hometer,homewp,homebalks,homeputout,homeassist,homeerror,homepb,homedp,hometp
20030510,0,Sat,LAN,NL,37,MON,NL,36,5,6,51,D,,,,MON02,8084,160,112100,00200040x,35,13,1,0,1,5,1,1,0,2,0,6,1,0,2,0,7,4,5,5,0,0,24,7,2,0,1,0,33,10,1,0,0,6,1,0,1,1,0,10,0,1,1,0,6,4,5,5,1,0,27,13,0,0,2,0
20030511,0,Sun,NYA,AL,37,OAK,AL,37,2,5,51,D,,,,OAK01,45390,145,100001000,11001020x,30,4,0,0,1,1,0,0,0,2,0,8,0,0,1,0,3,2,5,5,0,0,24,8,0,0,0,0,30,8,1,0,3,5,1,0,0,3,0,5,0,0,0,0,5,2,2,2,1,0,27,10,0,0,1,0
20030511,0,Sun,DET,AL,35,TBA,AL,37,9,2,54,D,,,,STP01,9259,136,332000001,101000,37,15,1,2,1,9,0,2,0,5,0,5,1,0,1,0,8,4,2,2,0,0,27,12,0,0,1,0,33,8,3,0,1,2,0,0,0,1,0,2,0,0,0,0,5,3,8,8,0,0,27,11,2,0,1,0
20030511,0,Sun,CHA,AL,37,SEA,AL,37,2,7,51,D,,,,SEA03,45383,160,1001000,10103200x,28,3,1,0,1,2,1,0,1,4,0,5,1,0,1,0,5,3,6,6,0,0,24,7,2,0,2,0,36,12,1,0,3,7,0,0,0,7,0,5,1,0,2,0,12,3,2,2,0,0,27,9,0,0,1,0
20030511,0,Sun,TOR,AL,38,ANA,AL,36,4,2,54,D,,,,ANA01,32129,150,120000010,10000010,32,7,1,1,1,4,0,1,0,3,0,10,1,0,1,0,5,2,2,2,0,0,27,9,0,0,0,0,33,6,0,0,1,2,0,0,0,0,0,7,2,0,0,0,4,3,4,4,0,0,27,5,1,0,1,0
20030511,0,Sun,BOS,AL,37,MIN,AL,36,8,9,51,N,,,,MIN03,15641,174,11312,14031000x,42,15,1,0,4,8,0,0,0,1,0,6,0,0,0,0,8,3,7,7,0,0,24,10,1,0,1,0,36,15,4,1,0,8,0,2,0,1,0,7,0,0,1,0,6,3,8,8,0,0,27,9,1,0,0,0
20030511,0,Sun,BAL,AL,37,KCA,AL,35,5,8,51,D,,,,KAN06,16105,157,201002,00210041x,37,12,1,0,3,5,1,0,0,4,1,4,0,0,1,0,10,2,8,8,0,0,24,10,0,0,0,0,35,12,4,0,1,8,0,1,0,4,1,5,0,0,0,0,8,2,5,5,1,0,27,11,0,0,1,0
20030511,0,Sun,CLE,AL,36,TEX,AL,37,10,17,51,D,,,,ARL02,23407,188,20300014,01204271x,37,11,5,0,2,10,1,0,1,4,0,5,0,0,0,0,6,4,16,16,1,0,24,10,2,0,2,0,42,20,3,0,3,16,0,0,1,3,0,5,1,0,2,0,5,5,10,10,0,0,27,7,0,0,0,0
20030511,0,Sun,COL,NL,37,FLO,NL,39,2,7,51,D,,,,MIA01,9205,158,100100000,10002202x,36,12,2,0,0,2,1,0,0,1,0,8,1,0,2,0,9,3,7,7,0,0,24,9,0,0,1,0,30,8,0,0,2,6,0,1,2,7,0,3,4,0,1,0,9,3,2,2,0,0,27,10,0,0,2,0
20030511,0,Sun,MIL,NL,37,CIN,NL,38,5,7,51,D,,,,CIN09,24804,155,2201,10204000x,35,9,0,0,3,5,0,0,0,2,0,8,0,0,0,0,5,4,6,6,0,1,24,8,1,1,1,0,31,8,3,0,2,6,1,0,0,5,0,5,0,0,1,0,6,3,5,5,0,0,27,9,2,0,1,0
20030511,0,Sun,SFN,NL,36,ATL,NL,37,3,7,51,D,,,,ATL02,28329,181,120000000,20002003x,36,9,2,0,0,2,1,0,0,4,0,9,1,0,0,0,11,4,7,7,2,0,24,4,0,0,0,0,32,10,2,1,1,6,1,1,1,2,1,8,0,0,0,0,6,4,2,2,1,0,27,8,1,0,0,0
20030511,0,Sun,HOU,NL,37,PHI,NL,38,10,7,54,D,,,,PHI12,29054,182,204121000,340000,37,12,4,0,2,9,2,1,1,6,1,4,2,0,0,0,10,6,7,7,1,0,27,9,1,0,0,0,35,7,1,0,2,7,0,0,1,3,0,8,0,0,0,0,5,5,8,8,0,0,27,7,1,0,0,0
20030511,0,Sun,ARI,NL,38,PIT,NL,37,2,1,54,D,,,,PIT08,14976,162,100001000,10000000,31,5,0,0,1,2,1,0,1,2,0,8,0,0,1,0,6,5,1,1,0,1,27,9,1,0,0,0,34,6,1,0,0,1,0,0,2,2,0,9,0,0,0,0,10,3,2,2,1,0,27,13,0,0,1,0
20030511,0,Sun,SDN,NL,37,NYN,NL,37,2,3,51,D,,,,NYC17,30694,186,200000000,01001001x,32,7,1,0,0,2,0,1,0,5,0,6,3,1,0,0,9,3,3,3,1,0,24,11,1,0,2,0,30,8,0,1,1,2,0,0,1,6,0,6,0,1,2,0,10,3,2,2,0,0,27,7,1,0,0,0
20030511,0,Sun,LAN,NL,38,MON,NL,37,4,3,54,D,,,,MON02,14488,165,2200,100200,32,7,3,0,1,3,1,0,0,4,2,6,2,0,2,0,6,3,3,3,0,0,27,10,0,0,0,0,31,5,3,0,0,3,0,0,1,2,0,9,2,1,0,0,4,4,3,3,0,0,27,14,1,0,2,0
20030512,0,Mon,KCA,AL,36,MIN,AL,37,3,2,54,N,,,,MIN03,12199,142,200010000,101000,32,8,0,0,1,3,1,0,0,3,0,2,1,0,1,0,6,3,2,2,0,0,27,9,0,0,0,0,33,9,1,0,1,2,1,0,0,2,0,9,2,2,0,0,7,3,3,3,0,0,27,13,0,0,2,0
20030512,0,Mon,CHN,NL,37,MIL,NL,38,11,5,54,N,,,,MIL06,19106,203,110710100,11200100,47,19,3,1,3,11,0,0,0,4,0,6,2,0,0,0,13,5,5,5,0,0,27,7,1,0,0,0,38,10,1,0,3,5,0,0,0,6,0,13,1,0,0,0,12,6,11,11,0,0,27,11,1,0,0,0
20030512,0,Mon,NYN,NL,38,COL,NL,38,9,6,54,N,,,,DEN02,25433,196,100040400,10210200,38,11,2,1,2,9,0,0,2,5,0,9,0,0,1,0,9,5,5,5,1,0,27,12,1,0,2,0,35,11,2,0,1,5,0,2,1,4,1,6,0,0,1,0,9,4,7,7,0,0,27,7,1,0,1,0
20030512,0,Mon,MON,NL,38,SFN,NL,37,4,3,54,N,,,,SFO03,33071,187,301,100101,34,9,2,0,0,4,0,1,0,5,1,2,0,0,0,0,9,5,2,2,0,0,27,11,2,1,1,0,38,12,4,0,0,3,0,0,0,3,1,4,1,0,1,0,11,3,4,4,2,0,27,17,0,0,0,0
20030512,0,Mon,ATL,NL,38,LAN,NL,39,11,4,54,N,,,,LOS03,27458,195,110011007,100011100,32,10,2,0,2,11,2,1,0,9,0,6,2,0,1,0,6,4,4,4,1,0,27,8,0,0,2,0,30,5,3,0,1,3,0,0,0,6,1,7,0,1,1,0,5,4,10,10,0,0,27,9,1,0,1,0
20030512,0,Mon,HOU,NL,38,PIT,NL,38,9,4,54,N,,,,PIT08,9095,213,10110024,11002,38,12,2,0,3,5,0,0,2,5,1,9,0,0,1,0,9,5,4,4,2,0,27,8,0,0,2,0,35,12,2,0,1,4,1,1,0,8,0,6,0,0,2,0,14,6,7,7,2,0,27,7,1,1,2,0
20030512,0,Mon,FLO,NL,40,SDN,NL,38,6,1,54,N,,,,SAN01,15869,178,420000,1000,37,10,2,0,1,6,0,0,0,4,1,5,1,0,0,0,8,5,1,1,0,0,27,14,1,0,1,0,36,12,1,0,0,1,0,1,1,2,0,6,0,1,1,0,12,4,6,6,0,0,27,11,0,0,0,0
20030513,0,Tue,TBA,AL,38,TOR,AL,39,7,5,54,N,,,,TOR02,14007,164,30002101,201011,36,12,1,0,3,7,1,1,0,2,0,9,2,1,0,0,6,3,5,5,0,0,27,7,0,0,1,0,36,10,3,0,2,5,0,0,0,3,0,9,0,0,1,0,7,4,7,7,0,0,27,7,0,0,0,0
20030513,0,Tue,KCA,AL,37,MIN,AL,38,2,4,59,N,,,,MIN03,13898,163,10100,1012,37,10,1,0,0,2,1,0,1,2,0,8,2,0,1,0,9,4,4,4,1,0,29,15,1,0,3,0,35,10,1,0,1,4,0,0,0,1,0,4,0,0,3,0,3,3,2,2,0,0,30,11,1,0,1,0
20030513,0,Tue,SEA,AL,38,CLE,AL,37,8,3,54,N,,,,CLE08,16721,170,200420000,30000000,41,17,3,1,0,8,0,0,0,3,0,5,0,0,1,0,9,3,3,3,0,0,27,12,1,0,3,0,33,9,3,0,0,2,0,0,1,3,0,4,0,0,3,0,7,5,8,8,0,0,27,15,0,0,2,0
20030513,0,Tue,OAK,AL,38,DET,AL,36,3,1,54,N,,,,DET05,12563,139,1000200,1000000,34,6,2,1,0,3,0,0,0,4,1,4,0,0,0,0,8,3,1,1,0,0,27,9,1,0,1,0,31,4,1,0,1,1,0,0,0,0,0,6,1,0,1,0,3,2,3,3,1,0,27,12,1,0,0,0
20030513,0,Tue,TEX,AL,38,BOS,AL,38,4,5,51,N,,,,BOS07,31956,159,4000,01100003x,33,8,0,0,2,4,0,0,0,3,0,3,0,0,2,0,5,3,4,4,0,0,24,6,1,0,0,0,32,7,1,0,2,5,0,0,0,1,1,4,0,0,0,0,4,3,4,4,0,0,27,8,0,0,2,0
20030513,0,Tue,ANA,AL,37,NYA,AL,38,10,3,54,N,,,,NYC16,37750,201,2110204,20010,39,13,2,0,3,9,1,0,0,7,2,2,2,1,1,0,10,4,2,2,0,0,27,9,1,0,1,0,33,7,2,0,1,2,0,0,0,1,0,5,1,0,1,0,4,4,9,9,0,0,27,11,1,1,1,0
20030513,0,Tue,BAL,AL,38,CHA,AL,38,0,1,51,N,,,,CHI12,14397,147,0,00010000x,31,6,0,0,0,0,0,0,1,2,0,11,1,0,1,0,7,2,1,1,0,0,24,11,0,0,1,0,28,8,3,0,0,1,1,0,0,4,0,7,0,0,1,0,8,3,0,0,0,0,27,9,0,0,1,0
20030513,0,Tue,CHN,NL,38,MIL,NL,39,7,2,54,N,,,,MIL06,18454,157,20010301,101000,37,13,4,0,1,7,1,1,1,4,2,2,1,0,0,0,10,3,2,2,0,0,27,14,1,0,2,0,30,5,0,0,1,2,1,0,0,3,0,7,2,0,2,0,5,4,7,7,0,0,27,7,0,0,0,0
20030513,0,Tue,NYN,NL,39,COL,NL,39,8,9,51,N,,,,DEN02,25043,174,330010010,00000045x,38,13,4,1,2,8,0,0,0,4,1,5,0,0,2,0,7,5,9,9,1,0,24,9,1,0,2,0,36,15,3,0,1,8,1,0,0,4,0,6,0,0,2,0,8,4,8,8,0,0,27,11,0,0,2,0
20030513,0,Tue,MON,NL,39,SFN,NL,38,6,4,54,N,,,,SFO03,32991,153,103000200,40000,36,9,2,0,1,5,0,1,0,4,1,3,0,0,0,0,8,4,4,4,0,0,27,17,1,0,5,0,32,10,1,0,1,3,1,0,0,2,0,4,0,0,5,0,4,4,5,5,2,0,27,18,1,0,0,0
20030513,0,Tue,ATL,NL,39,LAN,NL,40,3,1,54,N,,,,LOS03,31021,165,1000020,1000,32,7,0,0,1,2,0,0,0,6,0,7,4,0,2,0,8,2,1,1,0,0,27,17,0,0,0,0,31,5,1,0,0,1,1,0,0,2,0,4,3,0,0,0,6,3,3,3,1,0,27,6,1,0,2,0
20030513,0,Tue,CIN,NL,39,SLN,NL,36,7,2,54,N,,,,STL09,34276,163,520000000,2000000,37,12,3,0,2,7,0,1,0,4,0,5,0,0,0,0,8,4,2,2,0,0,27,11,0,0,0,0,36,9,3,0,1,2,0,0,0,1,0,2,0,0,0,0,8,5,7,7,0,0,27,10,0,0,0,0
20030513,0,Tue,ARI,NL,39,PHI,NL,39,6,1,54,N,,,,PHI12,19016,193,1005,1000,38,11,3,0,0,5,0,0,1,1,0,12,1,0,0,0,7,5,1,1,1,0,27,11,0,0,0,0,31,6,0,0,1,1,2,0,1,3,0,7,0,0,0,0,9,5,6,6,1,0,27,4,0,0,0,0
20030513,0,Tue,HOU,NL,39,PIT,NL,39,6,3,54,N,,,,PIT08,10535,164,102003,2100000,37,12,3,0,0,6,1,0,0,5,1,7,0,0,1,0,10,4,3,3,0,0,27,13,1,0,2,0,32,8,0,0,0,2,1,0,1,4,0,3,2,0,2,0,8,4,6,6,0,0,27,15,0,0,1,0
20030513,0,Tue,FLO,NL,41,SDN,NL,39,5,6,58,N,,,,SAN01,13203,185,2100000200,1400000001,35,9,2,0,3,5,1,1,0,6,1,4,1,0,0,0,8,4,6,6,1,0,28,15,0,0,3,0,34,10,3,0,1,6,0,0,0,3,0,4,0,0,3,0,3,6,5,5,1,0,30,18,1,1,1,0
20030514,0,Wed,TBA,AL,39,TOR,AL,40,6,7,51,N,,,,TOR02,29013,165,11040,00113110x,35,10,4,0,1,6,0,0,1,2,0,3,1,1,1,0,5,4,7,7,1,0,24,11,0,0,1,0,33,11,3,1,2,7,0,1,2,3,0,3,0,0,1,0,8,4,6,6,1,0,27,17,0,0,1,0
20030514,0,Wed,KCA,AL,38,MIN,AL,39,0,7,51,N,,,,MIN03,15148,145,0,10032100x,29,3,0,0,0,0,0,0,1,1,0,2,0,0,2,0,4,3,7,7,0,0,24,12,1,0,0,0,34,12,4,1,1,7,0,1,2,3,0,3,1,1,0,0,9,1,0,0,0,0,27,12,1,0,2,0
20030514,0,Wed,SEA,AL,39,CLE,AL,38,2,7,51,N,,,,CLE08,17324,149,100010000,13201000x,27,4,0,0,1,1,0,0,1,3,0,9,0,1,3,0,2,4,4,4,2,0,24,7,3,1,0,0,36,9,3,0,1,7,0,0,1,2,0,7,1,0,0,0,8,3,1,1,1,0,27,12,1,0,3,0
20030514,0,Wed,OAK,AL,39,DET,AL,37,1,2,53,N,,,,DET05,11091,153,100,100001,34,6,1,0,0,1,0,0,0,4,0,3,0,0,1,0,10,2,2,2,0,0,26,13,0,1,0,0,32,8,1,0,1,2,1,1,0,1,0,3,1,0,0,0,7,4,1,1,0,0,27,10,2,0,1,0
20030514,0,Wed,TEX,AL,39,BOS,AL,39,1,7,51,N,,,,BOS07,32485,185,10000,20002030x,33,6,2,0,0,1,0,0,1,1,0,6,0,0,0,0,7,3,7,7,3,0,24,7,0,0,0,0,31,8,2,0,1,6,0,0,0,8,1,6,1,1,0,0,8,4,1,1,0,0,27,6,0,0,0,0
20030514,0,Wed,ANA,AL,38,NYA,AL,39,5,3,54,N,,,,NYC16,33647,188,1130,100100010,36,12,3,0,0,5,1,1,1,0,0,3,2,0,0,0,7,5,3,3,0,0,27,5,1,0,0,0,34,8,0,0,1,3,0,0,0,2,0,6,0,0,0,0,6,2,5,5,0,0,27,6,0,0,1,0
20030514,0,Wed,BAL,AL,39,CHA,AL,39,1,5,51,N,,,,CHI12,12078,150,100,10000040x,31,7,1,0,0,1,0,0,0,1,0,7,0,0,2,0,4,3,5,5,1,0,24,10,0,0,1,0,33,11,3,0,1,5,1,0,2,0,0,6,1,0,1,0,7,3,1,1,0,0,27,11,0,0,2,0
20030514,0,Wed,CHN,NL,39,MIL,NL,40,6,1,54,N,,,,MIL06,27566,137,20000040,10,34,8,3,0,1,6,0,1,0,1,0,8,1,0,0,0,3,2,1,1,0,0,27,14,0,0,1,0,28,3,0,0,0,1,0,0,0,3,0,7,0,1,1,0,3,2,6,6,1,0,27,10,0,0,0,0
20030514,0,Wed,NYN,NL,40,COL,NL,40,5,6,51,D,,,,DEN02,26755,157,200001020,00005001x,32,6,3,0,1,5,0,0,0,3,1,6,2,0,1,0,3,2,5,5,1,0,24,10,1,0,1,0,34,11,1,1,0,5,0,0,0,4,1,5,1,1,0,0,8,5,5,5,0,0,27,11,0,0,1,0
20030514,0,Wed,MON,NL,40,SFN,NL,39,6,3,54,D,,,,SFO03,38963,156,10500,3,35,8,1,0,2,6,0,0,0,6,0,7,1,0,0,0,8,2,3,3,0,0,27,12,0,0,2,0,31,6,0,0,1,3,0,0,0,4,0,1,0,0,2,0,5,4,6,6,0,0,27,11,0,0,0,0
20030514,0,Wed,ATL,NL,40,LAN,NL,41,1,5,51,N,,,,LOS03,29343,137,1000,20002010x,32,5,0,0,0,1,0,0,0,2,0,10,0,1,0,0,6,3,4,4,0,0,24,9,1,0,1,0,31,8,1,0,1,4,0,0,0,3,1,4,0,0,1,0,5,2,1,1,2,0,27,15,0,0,1,0
20030514,0,Wed,CIN,NL,40,SLN,NL,37,4,0,54,N,,,,STL09,31731,126,301000,0,33,7,2,0,1,4,0,0,0,1,0,4,0,0,1,0,3,1,0,0,0,0,27,15,0,0,1,0,30,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,3,4,4,0,0,27,9,0,0,1,0
20030514,0,Wed,ARI,NL,40,PHI,NL,40,2,0,54,N,,,,PHI12,19195,128,1010000,0,31,4,0,0,1,2,0,0,0,1,0,7,0,0,0,0,3,1,0,0,0,0,27,4,0,0,1,0,28,2,1,0,0,0,0,0,0,1,0,14,0,1,0,0,2,3,2,2,0,0,27,8,0,0,0,0
20030514,0,Wed,HOU,NL,40,PIT,NL,40,2,3,51,N,,,,PIT08,11730,159,20,00002100x,34,7,2,0,1,2,0,0,0,3,1,10,0,0,2,0,8,4,3,3,0,0,24,13,0,0,1,0,27,7,0,0,1,3,1,0,2,3,0,8,1,1,1,0,6,5,2,2,0,0,27,8,2,0,2,0
20030514,0,Wed,FLO,NL,42,SDN,NL,40,10,3,54,N,,,,SAN01,10935,174,340300,201000000,41,17,1,2,3,10,0,0,0,6,0,9,2,1,1,0,10,4,3,3,1,0,27,9,0,0,3,0,31,7,2,1,0,3,0,0,0,6,0,8,1,1,2,0,7,3,10,10,0,0,27,11,0,0,1,0
20030515,0,Thu,TBA,AL,40,TOR,AL,41,9,5,54,D,,,,TOR02,20417,186,160000002,5000000,39,12,4,0,0,8,0,0,1,3,1,10,0,0,0,0,7,4,5,5,1,0,27,7,0,0,1,0,34,9,1,0,1,4,0,1,0,5,0,9,0,0,1,0,8,6,9,9,1,0,27,3,0,0,0,0
20030515,0,Thu,KCA,AL,39,MIN,AL,40,9,5,84,D,,,,MIN03,17219,294,2.00E+13,1.01E+11,55,14,4,1,1,7,0,1,3,6,1,12,1,0,0,0,14,5,5,5,1,0,42,14,1,0,3,0,49,12,0,2,0,5,0,1,1,9,0,15,0,0,2,0,13,7,8,8,1,1,42,8,2,0,0,0
20030515,0,Thu,SEA,AL,40,CLE,AL,39,9,1,54,N,,,,CLE08,17889,170,304000020,100,35,9,3,0,1,8,0,1,0,9,0,7,1,0,0,0,9,5,1,1,0,0,27,8,1,0,1,0,34,7,2,0,1,1,0,0,1,3,0,6,0,0,0,0,10,5,9,9,0,1,27,9,0,0,0,0
20030515,0,Thu,OAK,AL,40,DET,AL,38,11,2,54,N,,,,DET05,10513,155,600230000,20000000,36,12,1,1,0,9,1,0,0,6,0,8,0,0,2,0,5,4,1,1,0,0,27,7,1,0,1,0,31,5,0,1,0,1,0,0,1,2,0,7,0,0,1,0,5,5,10,10,0,0,27,12,1,0,2,0
20030515,0,Thu,TEX,AL,40,BOS,AL,40,3,12,51,N,,,,BOS07,33801,173,210,00250320x,34,8,2,0,2,3,1,0,1,3,0,12,0,0,0,0,9,5,12,12,0,0,24,9,0,0,4,0,35,16,4,2,0,12,0,1,0,6,1,4,0,1,2,0,6,3,3,3,0,0,27,7,0,0,0,0
20030515,0,Thu,ANA,AL,39,NYA,AL,40,4,10,51,N,,,,NYC16,29670,193,1010110,32320000x,36,10,0,0,1,4,0,0,1,4,0,5,0,1,1,0,10,4,10,10,0,0,24,12,0,0,2,0,35,14,3,1,2,9,0,1,0,5,0,4,0,0,2,0,7,3,3,3,1,0,27,7,1,0,1,0
20030515,0,Thu,BAL,AL,40,CHA,AL,40,2,8,51,N,,,,CHI12,11886,169,20000000,01100060x,29,5,0,0,1,2,0,0,1,1,0,6,0,1,2,0,2,5,8,8,0,0,24,5,0,0,1,0,32,9,2,1,1,7,0,0,1,8,0,9,0,0,1,0,9,2,2,2,0,0,27,8,0,0,3,0
20030515,0,Thu,CHN,NL,40,MIL,NL,41,4,2,102,D,,,,MIL06,31624,282,10010000002,1010000000,62,12,2,0,2,4,1,0,0,3,2,14,1,0,0,0,11,7,2,2,0,0,51,12,0,0,0,0,57,9,0,0,1,2,2,0,0,4,0,24,0,1,0,0,10,6,4,4,0,0,51,16,0,0,0,0
20030515,0,Thu,MON,NL,41,COL,NL,41,2,4,51,N,,,,DEN02,23197,155,1000010,00000400x,34,8,2,0,1,2,1,0,0,1,0,4,1,0,0,0,7,4,4,4,1,0,24,11,2,0,3,0,31,10,1,0,0,4,0,0,1,5,1,5,1,0,3,0,9,4,2,2,0,0,27,10,0,0,0,0
20030515,0,Thu,NYN,NL,41,SFN,NL,40,3,11,51,N,,,,SFO03,36542,155,200010000,10136000x,32,6,1,0,0,3,0,0,1,3,0,3,0,0,1,0,6,3,11,11,0,0,24,7,1,0,1,0,40,17,2,0,2,11,1,0,0,4,1,3,0,0,1,0,10,2,3,3,0,0,27,12,0,0,1,0
20030515,0,Thu,CIN,NL,41,SLN,NL,38,3,6,51,D,,,,STL09,37904,156,10000002,00010032x,30,6,0,0,1,3,0,1,1,3,0,4,0,1,1,0,5,4,6,6,1,1,24,18,0,0,2,0,29,9,3,0,1,6,1,0,1,2,0,1,0,1,2,0,3,3,3,3,0,0,27,8,0,0,1,0
20030515,0,Thu,ARI,NL,41,PHI,NL,41,4,6,51,D,,,,PHI12,24012,178,10210000,01010130x,31,6,1,0,2,4,0,0,1,3,0,10,0,1,1,0,4,5,6,6,1,0,24,8,0,0,2,0,28,7,3,0,2,5,1,0,0,10,2,5,0,0,2,0,9,4,4,4,0,0,27,11,0,0,1,0
20030515,0,Thu,HOU,NL,41,PIT,NL,41,6,2,54,D,,,,PIT08,16752,153,201102,2000000,38,11,6,0,1,6,0,0,0,1,0,8,0,0,0,0,6,4,2,2,0,0,27,12,0,0,1,0,32,9,2,0,0,2,2,0,0,3,0,9,0,0,1,0,8,2,6,6,1,0,27,4,0,0,0,0
20030515,0,Thu,ATL,NL,41,SDN,NL,41,15,6,54,D,,,,SAN01,15818,190,2080230,210020100,39,14,3,2,2,14,0,2,1,8,0,9,0,0,0,0,8,5,4,4,1,0,27,12,2,1,0,0,35,8,2,0,1,5,0,2,1,5,1,8,2,0,0,0,10,4,15,15,2,0,27,7,0,0,0,0
20030516,0,Fri,CHA,AL,41,MIN,AL,41,3,18,51,N,,,,MIN03,22233,175,20000100,01370403x,36,9,1,0,1,2,0,0,0,0,0,3,0,0,0,0,6,4,17,17,0,0,24,10,2,0,0,0,43,20,4,0,4,18,1,0,0,4,0,4,0,0,0,0,6,2,3,3,0,0,27,6,1,0,0,0
20030516,0,Fri,OAK,AL,41,CLE,AL,40,2,3,51,N,,,,CLE08,22357,131,10001000,00000201x,31,4,0,0,2,2,0,0,0,2,0,12,0,0,0,0,4,1,3,3,0,0,24,19,0,0,2,0,28,7,0,0,1,3,0,0,0,2,0,4,1,0,2,0,3,3,2,2,0,0,27,6,0,0,0,0
20030516,0,Fri,SEA,AL,41,DET,AL,39,6,3,54,N,,,,DET05,17641,178,1003101,20000100,35,10,4,1,1,6,0,0,0,6,1,11,4,1,1,0,8,3,3,3,0,0,27,9,0,0,0,0,32,7,2,0,0,3,1,1,0,4,0,7,0,0,0,0,8,4,6,6,0,1,27,14,1,0,1,0
20030516,0,Fri,ANA,AL,40,BOS,AL,41,6,5,54,N,,,,BOS07,33170,187,2020110,310000100,39,11,4,0,0,5,0,0,1,4,0,10,2,1,0,0,11,4,5,5,1,0,27,8,0,0,0,0,34,10,0,1,1,5,0,0,0,3,0,8,1,1,0,0,5,4,5,5,3,0,27,10,2,0,0,0
20030516,0,Fri,TOR,AL,42,KCA,AL,40,18,1,54,N,,,,KAN06,24167,192,13104072,100,48,22,4,0,1,15,0,1,2,5,0,9,0,0,0,0,11,2,1,1,1,0,27,12,1,0,2,0,35,10,1,0,0,0,0,0,0,2,0,1,0,0,1,0,9,5,18,18,5,0,27,11,1,0,0,0
20030516,0,Fri,TEX,AL,41,NYA,AL,41,8,5,72,N,,,,NYC16,40055,278,1.30E+11,1.00E+11,47,13,5,0,0,8,0,0,1,10,1,14,2,0,1,0,14,6,4,4,0,0,36,14,2,1,2,0,48,14,4,0,0,3,0,0,1,6,0,15,0,0,2,0,14,6,8,8,0,0,36,8,0,0,2,0
20030516,0,Fri,TBA,AL,41,BAL,AL,41,5,1,54,N,,,,BAL12,25445,158,103010000,100000,33,8,4,0,0,5,0,0,0,3,0,4,1,0,1,0,4,2,1,1,0,0,27,9,0,0,3,0,30,7,1,0,0,1,0,1,1,6,0,5,0,1,1,0,10,2,5,5,0,0,27,13,0,0,1,0
20030516,0,Fri,PIT,NL,42,ARI,NL,42,8,5,72,N,,,,PHO01,31578,206,1.01E+11,30200000,46,14,1,1,2,7,1,0,0,5,2,7,1,0,3,0,8,6,5,5,1,0,36,16,0,0,0,0,45,9,0,0,3,5,0,0,0,2,0,7,0,0,0,0,6,5,7,7,0,0,36,15,1,1,3,0
20030516,0,Fri,CIN,NL,42,MIL,NL,42,3,12,51,N,,,,MIL06,13376,171,10001010,01103511x,34,7,1,0,2,3,0,0,1,3,0,12,0,0,0,0,8,5,11,11,0,0,24,7,2,0,0,0,36,14,3,1,1,12,2,1,0,7,1,7,1,0,0,0,10,3,3,3,0,0,27,8,0,0,0,0
20030516,0,Fri,MON,NL,42,COL,NL,42,4,1,54,N,,,,DEN02,27117,176,100003,100000000,34,10,0,0,1,4,1,0,0,4,0,4,2,1,0,0,8,4,1,1,0,1,27,11,0,0,2,0,31,6,1,0,0,1,1,0,1,5,1,5,0,0,2,0,10,3,4,4,0,0,27,14,0,0,1,0
20030516,0,Fri,NYN,NL,42,SFN,NL,41,5,7,51,N,,,,SFO03,39160,205,101000300,02102002x,34,8,2,0,2,5,0,0,0,3,0,14,0,0,1,0,5,6,7,7,1,0,24,12,1,0,1,0,37,15,2,1,1,7,0,0,0,7,0,4,0,0,0,0,13,5,5,5,0,0,27,7,0,0,1,0
20030516,0,Fri,FLO,NL,43,LAN,NL,42,1,2,51,N,,,,LOS03,47383,157,10000,00000002x,34,8,2,0,0,1,1,0,0,1,0,9,2,0,0,0,8,2,2,2,1,0,24,8,0,0,0,0,29,6,2,0,0,2,1,0,2,0,0,5,0,0,0,0,6,2,1,1,0,0,27,11,1,0,0,0
20030516,0,Fri,CHN,NL,41,SLN,NL,39,4,7,51,N,,,,STL09,42589,156,110011000,21002200x,33,9,4,0,0,4,1,0,1,3,0,6,0,1,0,0,7,2,6,6,0,0,24,9,2,0,0,0,29,8,2,0,1,7,2,1,3,1,0,7,0,0,0,0,5,2,4,4,0,0,27,13,0,0,0,0
20030516,0,Fri,ATL,NL,42,SDN,NL,42,6,4,54,N,,,,SAN01,24229,173,111010020,4000000,35,11,3,1,2,5,0,2,0,3,0,7,0,0,1,0,7,4,4,4,0,0,27,12,1,0,1,0,35,9,1,0,1,4,0,0,0,2,0,9,0,1,1,0,6,3,5,5,1,0,27,9,3,0,3,0
20030516,0,Fri,PHI,NL,42,HOU,NL,42,2,4,51,N,,,,HOU03,28085,183,100010000,00002002x,37,11,2,0,0,2,0,0,0,2,0,9,1,0,1,0,10,4,4,4,1,0,24,9,0,0,1,0,34,11,3,0,1,3,0,0,0,2,0,7,0,0,1,0,8,4,2,2,0,0,27,12,0,0,1,0
